line_id,bill_id,charge_type,description,quantity_kwh,unit_price,amount
8134,BILL-0170-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2817,0.0071,20.04
8135,BILL-0170-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,12.78
8136,BILL-0170-03,taxes,ΦΠΑ (6% + 24%),,,130.45
8137,BILL-0170-04,energy,Χρέωση Ενέργειας - Προμήθεια,3295,0.0736,242.51
8138,BILL-0170-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3295,0.023,75.65
8139,BILL-0170-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3295,0.0072,23.67
8140,BILL-0170-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3295,0.0122,40.24
8141,BILL-0170-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3295,0.0066,21.68
8142,BILL-0170-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3295,0.0072,23.66
8143,BILL-0170-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,14.49
8144,BILL-0170-04,taxes,ΦΠΑ (6% + 24%),,,164.1
8145,BILL-0170-05,energy,Χρέωση Ενέργειας - Προμήθεια,2299,0.0757,173.96
8146,BILL-0170-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2299,0.0219,50.29
8147,BILL-0170-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2299,0.0069,15.84
8148,BILL-0170-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2299,0.0112,25.71
8149,BILL-0170-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2299,0.0062,14.24
8150,BILL-0170-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2299,0.007,16.09
8151,BILL-0170-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,9.84
8152,BILL-0170-05,taxes,ΦΠΑ (6% + 24%),,,89.62
8153,BILL-0170-06,energy,Χρέωση Ενέργειας - Προμήθεια,3084,0.0676,208.39
8154,BILL-0170-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3084,0.0225,69.31
8155,BILL-0170-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3084,0.0067,20.65
8156,BILL-0170-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3084,0.0103,31.91
8157,BILL-0170-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3084,0.0061,18.73
8158,BILL-0170-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3084,0.0064,19.7
8159,BILL-0170-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,13.1
8160,BILL-0170-06,taxes,ΦΠΑ (6% + 24%),,,133.82
8161,BILL-0171-01,energy,Χρέωση Ενέργειας - Προμήθεια,3256,0.08,260.32
8162,BILL-0171-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3256,0.0245,79.64
8163,BILL-0171-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3256,0.0073,23.84
8164,BILL-0171-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3256,0.0126,41.01
8165,BILL-0171-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3256,0.0067,21.86
8166,BILL-0171-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3256,0.0073,23.88
8167,BILL-0171-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,15.35
8168,BILL-0171-01,taxes,ΦΠΑ (6% + 24%),,,159.56
8169,BILL-0171-02,energy,Χρέωση Ενέργειας - Προμήθεια,3813,0.0878,334.71
8170,BILL-0171-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3813,0.026,99.07
8171,BILL-0171-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3813,0.0081,30.79
8172,BILL-0171-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3813,0.013,49.38
8173,BILL-0171-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3813,0.0069,26.44
8174,BILL-0171-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3813,0.0079,30.29
8175,BILL-0171-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,19.89
8176,BILL-0171-02,taxes,ΦΠΑ (6% + 24%),,,196.48
8177,BILL-0171-03,energy,Χρέωση Ενέργειας - Προμήθεια,4108,0.0979,402.27
8178,BILL-0171-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4108,0.0319,131.22
8179,BILL-0171-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4108,0.0098,40.32
8180,BILL-0171-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4108,0.0147,60.21
8181,BILL-0171-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4108,0.0082,33.71
8182,BILL-0171-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4108,0.0098,40.09
8183,BILL-0171-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,24.41
8184,BILL-0171-03,taxes,ΦΠΑ (6% + 24%),,,229.72
8185,BILL-0171-04,energy,Χρέωση Ενέργειας - Προμήθεια,9263,0.0711,658.3
8186,BILL-0171-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),9263,0.0202,187.21
8187,BILL-0171-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),9263,0.0066,60.73
8188,BILL-0171-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,9263,0.0108,100.12
8189,BILL-0171-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,9263,0.0055,51.21
8190,BILL-0171-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,9263,0.0065,60.19
8191,BILL-0171-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,35.97
8192,BILL-0171-04,taxes,ΦΠΑ (6% + 24%),,,356.38
8193,BILL-0171-05,energy,Χρέωση Ενέργειας - Προμήθεια,7043,0.0686,483.45
8194,BILL-0171-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),7043,0.0217,152.86
8195,BILL-0171-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),7043,0.007,49.47
8196,BILL-0171-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,7043,0.0105,73.79
8197,BILL-0171-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,7043,0.0057,40.38
8198,BILL-0171-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,7043,0.0065,45.48
8199,BILL-0171-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,30.67
8200,BILL-0171-05,taxes,ΦΠΑ (6% + 24%),,,307.61
8201,BILL-0171-06,energy,Χρέωση Ενέργειας - Προμήθεια,3339,0.0988,329.79
8202,BILL-0171-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3339,0.0293,97.74
8203,BILL-0171-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3339,0.0095,31.82
8204,BILL-0171-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3339,0.0153,51.16
8205,BILL-0171-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3339,0.0083,27.74
8206,BILL-0171-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3339,0.0088,29.39
8207,BILL-0171-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,20.09
8208,BILL-0171-06,taxes,ΦΠΑ (6% + 24%),,,184.73
8209,BILL-0172-01,energy,Χρέωση Ενέργειας - Προμήθεια,2799,0.0752,210.62
8210,BILL-0172-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2799,0.025,69.89
8211,BILL-0172-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2799,0.0074,20.68
8212,BILL-0172-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2799,0.012,33.62
8213,BILL-0172-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2799,0.0063,17.75
8214,BILL-0172-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2799,0.0071,19.78
8215,BILL-0172-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,13.16
8216,BILL-0172-01,taxes,ΦΠΑ (6% + 24%),,,128.58
8217,BILL-0172-02,energy,Χρέωση Ενέργειας - Προμήθεια,2409,0.0881,212.22
8218,BILL-0172-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2409,0.0259,62.44
8219,BILL-0172-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2409,0.0082,19.74
8220,BILL-0172-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2409,0.0128,30.77
8221,BILL-0172-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2409,0.0071,17.22
8222,BILL-0172-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2409,0.0085,20.38
8223,BILL-0172-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,12.06
8224,BILL-0172-02,taxes,ΦΠΑ (6% + 24%),,,113.57
8225,BILL-0172-03,energy,Χρέωση Ενέργειας - Προμήθεια,2395,0.076,182.09
8226,BILL-0172-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2395,0.0239,57.22
8227,BILL-0172-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2395,0.0076,18.11
8228,BILL-0172-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2395,0.0125,29.86
8229,BILL-0172-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2395,0.0066,15.85
8230,BILL-0172-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2395,0.0073,17.46
8231,BILL-0172-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,10.84
8232,BILL-0172-03,taxes,ΦΠΑ (6% + 24%),,,121
8233,BILL-0172-04,energy,Χρέωση Ενέργειας - Προμήθεια,4628,0.0814,376.83
8234,BILL-0172-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4628,0.0261,120.83
8235,BILL-0172-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4628,0.0077,35.5
8236,BILL-0172-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4628,0.0126,58.26
8237,BILL-0172-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4628,0.0065,30.13
8238,BILL-0172-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4628,0.0073,33.81
8239,BILL-0172-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,22.26
8240,BILL-0172-04,taxes,ΦΠΑ (6% + 24%),,,207.66
8241,BILL-0172-05,energy,Χρέωση Ενέργειας - Προμήθεια,2523,0.099,249.78
8242,BILL-0172-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2523,0.0322,81.29
8243,BILL-0172-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2523,0.0095,24.01
8244,BILL-0172-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2523,0.0155,39.04
8245,BILL-0172-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2523,0.0084,21.29
8246,BILL-0172-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2523,0.0099,24.99
8247,BILL-0172-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,14.68
8248,BILL-0172-05,taxes,ΦΠΑ (6% + 24%),,,145.26
8249,BILL-0172-06,energy,Χρέωση Ενέργειας - Προμήθεια,2585,0.0848,219.32
8250,BILL-0172-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2585,0.0261,67.37
8251,BILL-0172-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2585,0.008,20.64
8252,BILL-0172-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2585,0.0137,35.32
8253,BILL-0172-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2585,0.007,17.97
8254,BILL-0172-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2585,0.0084,21.61
8255,BILL-0172-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,13.14
8256,BILL-0172-06,taxes,ΦΠΑ (6% + 24%),,,137.89
8257,BILL-0173-01,energy,Χρέωση Ενέργειας - Προμήθεια,3510,0.0929,326.22
8258,BILL-0173-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3510,0.0281,98.7
8259,BILL-0173-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3510,0.0085,29.72
8260,BILL-0173-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3510,0.0138,48.55
8261,BILL-0173-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3510,0.0079,27.83
8262,BILL-0173-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3510,0.0088,30.86
8263,BILL-0173-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,19.2
8264,BILL-0173-01,taxes,ΦΠΑ (6% + 24%),,,178.48
8265,BILL-0173-02,energy,Χρέωση Ενέργειας - Προμήθεια,2803,0.0785,220.14
8266,BILL-0173-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2803,0.0242,67.8
8267,BILL-0173-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2803,0.0077,21.56
8268,BILL-0173-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2803,0.0122,34.08
8269,BILL-0173-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2803,0.0064,18.04
8270,BILL-0173-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2803,0.0074,20.79
8271,BILL-0173-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,12.85
8272,BILL-0173-02,taxes,ΦΠΑ (6% + 24%),,,118.46
8273,BILL-0173-03,energy,Χρέωση Ενέργειας - Προμήθεια,2533,0.0848,214.89
8274,BILL-0173-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),2533,0.0263,66.54
8275,BILL-0173-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),2533,0.0087,22.03
8276,BILL-0173-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,2533,0.0142,35.85
8277,BILL-0173-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,2533,0.007,17.65
8278,BILL-0173-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,2533,0.0087,22.11
8279,BILL-0173-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,12.62
8280,BILL-0173-03,taxes,ΦΠΑ (6% + 24%),,,135.65
8281,BILL-0173-04,energy,Χρέωση Ενέργειας - Προμήθεια,7324,0.0664,486.38
8282,BILL-0173-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),7324,0.0198,145.22
8283,BILL-0173-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),7324,0.0062,45.71
8284,BILL-0173-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,7324,0.0107,78.43
8285,BILL-0173-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,7324,0.0056,40.87
8286,BILL-0173-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,7324,0.0065,47.96
8287,BILL-0173-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,29.96
8288,BILL-0173-04,taxes,ΦΠΑ (6% + 24%),,,297.79
8289,BILL-0173-05,energy,Χρέωση Ενέργειας - Προμήθεια,3308,0.0957,316.58
8290,BILL-0173-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3308,0.0298,98.59
8291,BILL-0173-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3308,0.0098,32.48
8292,BILL-0173-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3308,0.0162,53.67
8293,BILL-0173-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3308,0.0085,28.17
8294,BILL-0173-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3308,0.0094,31.21
8295,BILL-0173-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,19.14
8296,BILL-0173-05,taxes,ΦΠΑ (6% + 24%),,,207.94
8297,BILL-0173-06,energy,Χρέωση Ενέργειας - Προμήθεια,4681,0.0759,355.45
8298,BILL-0173-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4681,0.0226,106
8299,BILL-0173-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4681,0.007,32.81
8300,BILL-0173-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4681,0.0115,53.64
8301,BILL-0173-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4681,0.0064,29.95
8302,BILL-0173-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4681,0.0075,35.3
8303,BILL-0173-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,21.77
8304,BILL-0173-06,taxes,ΦΠΑ (6% + 24%),,,207.16
8305,BILL-0174-01,energy,Χρέωση Ενέργειας - Προμήθεια,4006,0.0887,355.49
8306,BILL-0174-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4006,0.0259,103.8
8307,BILL-0174-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4006,0.0082,32.93
8308,BILL-0174-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4006,0.0133,53.32
8309,BILL-0174-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4006,0.0071,28.54
8310,BILL-0174-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4006,0.008,32.11
8311,BILL-0174-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,20.14
8312,BILL-0174-01,taxes,ΦΠΑ (6% + 24%),,,198.91
8313,BILL-0174-02,energy,Χρέωση Ενέργειας - Προμήθεια,3313,0.0901,298.51
8314,BILL-0174-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),3313,0.0265,87.67
8315,BILL-0174-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),3313,0.0084,27.95
8316,BILL-0174-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,3313,0.0132,43.67
8317,BILL-0174-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,3313,0.0074,24.61
8318,BILL-0174-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,3313,0.0087,28.77
8319,BILL-0174-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,17.24
8320,BILL-0174-02,taxes,ΦΠΑ (6% + 24%),,,173.45
8321,BILL-0174-03,energy,Χρέωση Ενέργειας - Προμήθεια,4746,0.0683,324.37
8322,BILL-0174-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4746,0.0207,98.2
8323,BILL-0174-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4746,0.0062,29.66
8324,BILL-0174-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4746,0.0105,49.66
8325,BILL-0174-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4746,0.0058,27.57
8326,BILL-0174-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4746,0.0062,29.24
8327,BILL-0174-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,18.95
8328,BILL-0174-03,taxes,ΦΠΑ (6% + 24%),,,179.04
8329,BILL-0174-04,energy,Χρέωση Ενέργειας - Προμήθεια,7515,0.0956,718.52
8330,BILL-0174-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),7515,0.0279,209.76
8331,BILL-0174-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),7515,0.0091,68.23
8332,BILL-0174-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,7515,0.0139,104.23
8333,BILL-0174-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,7515,0.0079,59.37
8334,BILL-0174-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,7515,0.0089,66.61
8335,BILL-0174-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,41.42
8336,BILL-0174-04,taxes,ΦΠΑ (6% + 24%),,,393.27
8337,BILL-0174-05,energy,Χρέωση Ενέργειας - Προμήθεια,6097,0.0871,530.97
8338,BILL-0174-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),6097,0.0255,155.69
8339,BILL-0174-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),6097,0.0078,47.31
8340,BILL-0174-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,6097,0.013,78.97
8341,BILL-0174-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,6097,0.007,42.81
8342,BILL-0174-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,6097,0.008,48.91
8343,BILL-0174-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,31.4
8344,BILL-0174-05,taxes,ΦΠΑ (6% + 24%),,,294.84
8345,BILL-0174-06,energy,Χρέωση Ενέργειας - Προμήθεια,5291,0.0714,377.98
8346,BILL-0174-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),5291,0.0231,122.35
8347,BILL-0174-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),5291,0.0067,35.55
8348,BILL-0174-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,5291,0.0112,59.46
8349,BILL-0174-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,5291,0.0062,32.89
8350,BILL-0174-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,5291,0.0068,36.08
8351,BILL-0174-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,22.62
8352,BILL-0174-06,taxes,ΦΠΑ (6% + 24%),,,232.31
8353,BILL-0175-01,energy,Χρέωση Ενέργειας - Προμήθεια,4629,0.0844,390.76
8354,BILL-0175-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4629,0.0275,127.5
8355,BILL-0175-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4629,0.008,36.97
8356,BILL-0175-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4629,0.0131,60.63
8357,BILL-0175-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4629,0.0072,33.17
8358,BILL-0175-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4629,0.0077,35.6
8359,BILL-0175-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,23.8
8360,BILL-0175-01,taxes,ΦΠΑ (6% + 24%),,,227.57
8361,BILL-0175-02,energy,Χρέωση Ενέργειας - Προμήθεια,5091,0.0687,349.7
8362,BILL-0175-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),5091,0.0205,104.26
8363,BILL-0175-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),5091,0.0066,33.4
8364,BILL-0175-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,5091,0.0103,52.33
8365,BILL-0175-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,5091,0.0056,28.37
8366,BILL-0175-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,5091,0.0066,33.81
8367,BILL-0175-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,21.58
8368,BILL-0175-02,taxes,ΦΠΑ (6% + 24%),,,216.25
8369,BILL-0175-03,energy,Χρέωση Ενέργειας - Προμήθεια,5841,0.0724,422.89
8370,BILL-0175-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),5841,0.0228,133.03
8371,BILL-0175-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),5841,0.0067,39.28
8372,BILL-0175-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,5841,0.0109,63.86
8373,BILL-0175-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,5841,0.0057,33.28
8374,BILL-0175-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,5841,0.0065,37.83
8375,BILL-0175-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,23.4
8376,BILL-0175-03,taxes,ΦΠΑ (6% + 24%),,,222.18
8377,BILL-0175-04,energy,Χρέωση Ενέργειας - Προμήθεια,4036,0.0974,392.96
8378,BILL-0175-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),4036,0.0322,130.07
8379,BILL-0175-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),4036,0.0094,38.1
8380,BILL-0175-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,4036,0.016,64.75
8381,BILL-0175-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,4036,0.0083,33.65
8382,BILL-0175-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,4036,0.0099,39.9
